"bin_midpoints" "counts"
"739" 17.3561511509737 10
"740" 17.3598829574108 11
"741" 17.3636147638479 6
"742" 17.3673465702849 8
"743" 17.371078376722 4
"744" 17.3748101831591 13
"745" 17.3785419895961 8
"746" 17.3822737960332 4
"747" 17.3860056024703 8
"748" 17.3897374089073 3
"749" 17.3934692153444 3
"750" 17.3972010217815 12
